ChEMBL ID,DrugBank ID,Name,ATC code(s),ATC therapeutic group,ATC status,pKa (acidic),SMILES,pKa (basic),pKa (exp.)_1,pKa (exp.)_2,pKa_comment,logP (pred.),logP (exp.),DyeLeS score,Fluorescent,First approval (year),Oral
CHEMBL158,DB00355,Aztreonam,J01DF01,Противомикробные (системные),Success,"-1,5",C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O,"3,91",,,,"0,04",,"-2,608124801",FALSE,1986.0,0.0
CHEMBL461522,DB04817,Metamizole,N02BB72; N02BB52; N02BB02,Нервная система,Success,"-1,4",CN(CS(O)(=O)=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,"-0,54",,,,"-0,4",,"-0,8656242214",FALSE,,0.0
CHEMBL177367,DB11080,Silver nitrate,D08AL01,Дерматологические препараты,Success,"-1,4",[Ag+].[O-]N(=O)=O,-10,,,,"0,028",,"0,4088137245",FALSE,,
CHEMBL1601,DB01328,Cefonicid,J01DC06,Противомикробные (системные),Success,"-1,3",[H][C@]12SCC(CSC3=NN=NN3CS(O)(=O)=O)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O,-2,,,,"-0,71",,"-2,464286725",FALSE,1984.0,0.0
CHEMBL3545184,DB12865,Etelcalcetide,H05BX04,Гормональные препараты (системные),Success,"-1,3",C[C@@H](NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](C)NC(=O)[C@@H](CSSC[C@H](N)C(O)=O)NC(C)=O)C(=O)N[C@H](CCCNC(N)=N)C(N)=O,"12,57",,,,"-3,4",,"-0,6780182075",FALSE,,
,DB15575,Padeliporfin,L01XD07,Противоопухолевые препараты и иммуномодуляторы,,"-1,2",[Pd++].[H][C@]1(C)\C2=C\C3=C(C(C)=O)C(C)=C([N-]3)\C=C3/N=C(/C(/CC(=O)OC)=C4\[N-]\C(=C/C(=N2)[C@]1([H])CC)C(C)=C4C(=O)NCCS(O)(=O)=O)[C@@]([H])(CCC(O)=O)[C@]3([H])C,"6,03",,,,"2,76","-0,19","0,05219950203",FALSE,,
,DB13157,Sodium lauryl sulfoacetate,A06AG11,ЖКТ и обмен веществ,,"-1,1",[Na+].CCCCCCCCCCCCOC(=O)CS([O-])(=O)=O,"-7,3",,,,"4,49",,"-0,2808274322",FALSE,,
CHEMBL1646,DB16024,Indocyanine green,V04CX01,Прочие препараты,No Drug Record,"-0,94",[Na+].CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS([O-])(=O)=O)C3=CC=C4C=CC=CC4=C3C2(C)C)N(CCCCS([O-])(=O)=O)C2=CC=C3C=CC=CC3=C12,"4,85",,,,"6,05",,"1,437914786",TRUE,,
CHEMBL1201304,DB09374,Indocyanine green acid form,V04CX01,Прочие препараты,Success,"-0,94",CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS([O-])(=O)=O)C3=CC=C4C=CC=CC4=C3C2(C)C)N(CCCCS(O)(=O)=O)C2=CC=C3C=CC=CC3=C12,"4,85",,,,"6,05",,"1,513831482",TRUE,1959.0,0.0
CHEMBL1201293,DB00659,Acamprosate,N07BB03,Нервная система,Success,"-0,88",CC(=O)NCCCS(O)(=O)=O,"-1,5","-1,1",,-1.1,"-1,8","-1,8","0,08395689963",FALSE,2004.0,1.0
CHEMBL272427,DB08834,Tauroursodeoxycholic acid,A05AA05,ЖКТ и обмен веществ,Success,"-0,8",[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCCS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@]2([H])C[C@H](O)CC[C@]12C,"-0,32",,,,"1,38",,"-2,520475213",FALSE,2022.0,1.0
CHEMBL1477036,DB11089,Docusate,A06AG10; A06AA02,ЖКТ и обмен веществ,Success,"-0,75",CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(O)(=O)=O,"-6,9",,,,"2,48","3,95","-0,4580026517",FALSE,,
,DB15494,Edotreotide gallium Ga-68,V09IX09,Прочие препараты,,"-0,48",[68Ga+3].C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1,"10,28",,,,"1,66",,"-1,220070653",FALSE,,
CHEMBL345714,DB09055,Acipimox,C10AD06,Сердечно-сосудистая система,Success,"-0,1",CC1=[N+]([O-])C=C(N=C1)C(O)=O,"3,71",,,,"-0,75",,"-0,807209007",FALSE,,
CHEMBL1200571,DB00743,Gadobenic acid,V08CA08,Прочие препараты,Success,"0,085",[Gd+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)C(COCC1=CC=CC=C1)C(O)=O,"9,58",,,,"0,92",,"0,07448908212",FALSE,,
CHEMBL559,DB00509,Dextrothyroxine,C10AX01,Сердечно-сосудистая система,Success,"0,27",N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,"9,43",,,,"1,15",4,"-0,3169638872",FALSE,1967.0,1.0
CHEMBL1624,DB00451,Levothyroxine,H03AA01,Гормональные препараты (системные),Success,"0,27",N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,"9,43",,,,"1,15",4,"-0,3169638872",FALSE,1982.0,1.0
CHEMBL1544,DB00279,Liothyronine,H03AA02,Гормональные препараты (системные),Success,"0,3",N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,"9,48","8,4",,8.4,"0,82",3,"-0,6245339238",FALSE,1956.0,1.0
CHEMBL3544988,DB11682,Daprodustat,B03XA07,Кровь и органы кроветворения,Success,"0,35",OC(=O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O,"-9,1",,,,"1,48",,"-1,009680081",FALSE,,
CHEMBL3833326,DB09132,Gadoteric acid,V08CA02,Прочие препараты,Success,"0,47",[Gd+3].OC(=O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1,"10,08",,,,"0,23",,"-0,08832065407",FALSE,,
,DB13985,Lutetium Lu 177 dotatate,V10XX04,Прочие препараты,,"0,47",[177Lu+3].C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O,"10,28",,,,"-0,78",,"-1,185016078",FALSE,,
CHEMBL997,DB00710,Ibandronate,M05BA06,Костно-мышечная система,Success,"0,66",CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,"9,93",,,,"0,26",,"-1,59992768",FALSE,1996.0,1.0
CHEMBL924,DB00399,Zoledronic acid,M05BA08,Костно-мышечная система,Success,"0,66",OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,"6,67",,,,"-0,93",,"-1,448089466",FALSE,2001.0,0.0
CHEMBL834,DB00282,Pamidronic acid,M05BA03,Костно-мышечная система,Success,"0,67",NCCC(O)(P(O)(O)=O)P(O)(O)=O,"9,86",,,,"-1,4",,"-1,727712941",FALSE,1991.0,0.0
CHEMBL923,DB00884,Risedronic acid,M05BA07,Костно-мышечная система,Success,"0,68",OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O,"4,91",,,,"-0,75",,"-1,398893619",FALSE,1998.0,1.0
CHEMBL870,DB00630,Alendronic acid,M05BA04,Костно-мышечная система,Success,"0,69",NCCCC(O)(P(O)(O)=O)P(O)(O)=O,"9,91","2,72",,2.72 (at 25 °C),"-1,3",,"-1,627181209",FALSE,1995.0,1.0
CHEMBL871,DB01077,Etidronic acid,M05BA01,Костно-мышечная система,Success,"0,7",CC(O)(P(O)(O)=O)P(O)(O)=O,"-5,1",,,,"-0,77",,"-1,211074649",FALSE,1977.0,1.0
CHEMBL4303665,DB11748,Benfotiamine,A11DA03,ЖКТ и обмен веществ,Success,"0,71",C\C(N(CC1=CN=C(C)N=C1N)C=O)=C(/CCOP(O)(O)=O)SC(=O)C1=CC=CC=C1,"7,37",,,,"0,89",,"-1,605771374",FALSE,,
,DB09139,Technetium Tc-99m oxidronate,V09BA01,Прочие препараты,,"0,75",[99Tc].OC(P(O)(O)=O)P(O)(O)=O,-5,,,,"-1,1",,"-1,499144789",FALSE,,
CHEMBL334966,DB06441,Cangrelor,B01AC25,Кровь и органы кроветворения,Success,"0,8",CSCCNC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)C(Cl)(Cl)P(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC(SCCC(F)(F)F)=N1,"2,61",,,,"1,21",,"-0,4641781734",FALSE,2015.0,0.0
,DB16019,Gallium Ga-68 gozetotide,V09IX14,Прочие препараты,,"0,85",[68Ga+3].OC(=O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)CCCCCNC(=O)CCC1=CC(CN(CCN(CC([O-])=O)CC2=C(O)C=CC(CCC([O-])=O)=C2)CC([O-])=O)=C(O)C=C1)C(O)=O)C(O)=O,"9,5",,,,"1,46",,"-0,1942473519",FALSE,,
CHEMBL3578202,DB21811,Gozetotide,V09IX14,Прочие препараты,Success,"0,85",OC(=O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)CCCCCNC(=O)CCC1=CC=C(O)C(CN(CCN(CC(O)=O)CC2=CC(CCC(O)=O)=CC=C2O)CC(O)=O)=C1)C(O)=O)C(O)=O,"9,5",,,,"0,41",,"-0,2734106845",FALSE,,
CHEMBL1516,DB00275,Olmesartan,C09DA08; C09DX03; C09CA08; C09DB02,Сердечно-сосудистая система,No ATC,"0,89",CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,"5,33","4,3",,4.3,"2,98","0,73","-1,187207157",FALSE,,
CHEMBL1200457,DB00538,Gadoversetamide,V08CA06,Прочие препараты,Success,"0,91",[Gd+3].COCCNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NCCOC)CC([O-])=O)CC([O-])=O,"8,34",,,,"0,36",,"0,2193341138",FALSE,,
CHEMBL2218860,DB06703,Gadobutrol,V08CA09,Прочие препараты,Success,"0,99",OC[C@H](O)[C@H](CO)[N+]12CC[N+]3(CC([O-])=O)CC[N+]4(CC([O-])=O)CC[N+](CC([O-])=O)(CC1)[Gd-]234,-3,,,,"0,35",,"-1,407057287",FALSE,,
CHEMBL1664,DB01319,Fosamprenavir,J05AE07,Противомикробные (системные),Success,"1,22",CC(C)CN(C[C@@H](OP(O)(O)=O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,"2,45",,,,"0,84",,"-1,610060036",FALSE,2003.0,1.0
CHEMBL1096882,,FLUDARABINE PHOSPHATE,V03AE02,Прочие препараты,,"1,22",Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,"0,59",,,,"-1,72",,"-0,2232547431",FALSE,1991.0,1.0
CHEMBL1757,DB00828,Fosfomycin,J01XX01; S02AA17,Противомикробные (системные),Success,"1,25",C[C@@H]1O[C@@H]1P(O)(O)=O,"-4,3",,,,"-0,86","-1,6","-2,469138498",FALSE,1996.0,1.0
CHEMBL152,DB00369,Cidofovir,J05AB12,Противомикробные (системные),Success,"1,26",NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1,"4,71",,,,"-2,1","-3,9","-1,3034493",FALSE,1996.0,0.0
CHEMBL4594379,DB16683,Foslevodopa,N04BA07,Нервная система,No ATC,"1,26",N[C@@H](CC1=CC=C(OP(O)(O)=O)C(O)=C1)C(O)=O,"9,41",,,,"-0,74",,"-1,006594813",FALSE,,
CHEMBL852,DB01042,Melphalan,L01AA03,Противоопухолевые препараты и иммуномодуляторы,Success,"1,29",N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,"9,51",,,,"0,25",,"0,3579895996",FALSE,1964.0,1.0
CHEMBL203321,DB12151,Brincidofovir,J05AB17,Противомикробные (системные),Success,"1,32",CCCCCCCCCCCCCCCCOCCCOP(O)(=O)CO[C@H](CO)CN1C=CC(N)=NC1=O,"4,66",,,,"4,4",,"-0,7068714171",FALSE,2021.0,1.0
CHEMBL3400972,DB13848,Fluorodopa (18F),V09IX05,Прочие препараты,No Drug Record,"1,32",N[C@@H](CC1=CC(O)=C(O)C=C1[18F])C(O)=O,"9,4",,,,-2,,"1,597246921",TRUE,,
CHEMBL3547132,,FLUORODOPA,V09IX05,Прочие препараты,,"1,32",N[C@@H](Cc1cc(O)c(O)cc1F)C(=O)O,"9,4",,,,"0,19",,"1,597246921",TRUE,2019.0,0.0
,DB06796,Mangafodipir,V08CA05,Прочие препараты,,"1,38",[Mn++].CC1=C(O)C(CN(CCN(CC([O-])=O)CC2=CC(COP(O)(O)=O)=NC(C)=C2O)CC([O-])=O)=CC(COP(O)(O)=O)=N1,"-6,4",,,,"0,79",,"-0,5284815827",FALSE,,
CHEMBL2103827,DB06262,Droxidopa,C01CA27,Сердечно-сосудистая система,Success,"1,46",N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,"8,72",,,,"-2,4",,"-1,378016949",FALSE,2014.0,1.0
CHEMBL1201336,DB01320,Fosphenytoin,N03AB05,Нервная система,Success,"1,46",OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,"-9,7",,,,"1,08",,"-0,9678624436",FALSE,1996.0,0.0
CHEMBL2103830,DB12010,Fostamatinib,B02BX09,Кровь и органы кроветворения,Success,"1,46",COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP(O)(O)=O)C=C3)=N2)=CC(OC)=C1OC,"2,71",,,,"2,78",,"-0,04517534736",FALSE,2018.0,1.0
CHEMBL1200593,DB00597,Gadoteridol,V08CA04,Прочие препараты,Success,"1,46",[Gd+3].CC(O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1,"8,3",,,,"0,36",,"-0,4654158236",FALSE,,
CHEMBL3040581,DB09561,Sodium glycerophosphate,B05XA14,Кровь и органы кроветворения,No Drug Record,"1,51",[Na+].[Na+].OCC(O)COP([O-])([O-])=O,-3,,,,"-1,4",,"-1,576107114",FALSE,,
CHEMBL507870,DB06402,Telavancin,J01XA03,Противомикробные (системные),Success,"1,55",CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C3OC4=CC=C(C=C4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]4C(C=C2OC2=C(Cl)C=C(C=C2)[C@@H](O)[C@@H]2NC(=O)[C@H](NC4=O)C4=CC(=C(O)C=C4)C4=C(O)C(CNCP(O)(O)=O)=C(O)C=C4[C@H](NC2=O)C(O)=O)=C3)O[C@@H](C)[C@H]1O,"9,99",,,,"2,32",,"-1,171475181",FALSE,,
CHEMBL428880,DB01003,Cromoglicic acid,S01GX01; A07EB01; S01GX51; D11AH03; R01AC51; R01AC01; R03BC01,Органы чувств,Success,"1,61",OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O,"-3,4","1,1",,1.1,"1,84","1,92","-0,6007058318",FALSE,1982.0,1.0
CHEMBL1009,DB01235,Levodopa,N04BA01,Нервная система,Success,"1,65",N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,"9,06",,,,"-2,3","0,05","-0,6816776129",FALSE,1970.0,1.0
CHEMBL82202,DB00114,Pyridoxal phosphate,A11HA06,ЖКТ и обмен веществ,Success,"1,68",CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O,"4,11",,,,"-0,55","-1,2","-1,978889133",FALSE,,
CHEMBL459,DB00968,Methyldopa,C02AB01,Сердечно-сосудистая система,Success,"1,73",C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O,"9,85",,,,-2,,"-1,418496854",FALSE,1962.0,1.0
CHEMBL3301594,DB11796,Fostemsavir,J05AX29,Противомикробные (системные),Success,"1,75",COC1=CN=C(N2C=NC(C)=N2)C2=C1C(=CN2COP(O)(O)=O)C(=O)C(=O)N1CCN(CC1)C(=O)C1=CC=CC=C1,"0,97",,,,"0,64",,"-1,120919522",FALSE,2020.0,1.0
CHEMBL3833359,DB11191,Cobamamide,B03BA04,Кровь и органы кроветворения,Success,"1,81",[C@H]1(C[Co-3]2345[N+]6=C7C(C)=C8N2[C@]([H])([C@H](CC(=O)N)[C@]8(CCC(=O)NC[C@@H](C)OP([O-])(=O)O[C@@H]2[C@@H](CO)O[C@H](N8C=[N+]3C3=CC(C)=C(C)C=C83)[C@@H]2O)C)[C@@]2(C)[C@@](CC(=O)N)([C@H](CCC(=O)N)C(C(C)=C3[N+]4=C(C=C6C([C@@H]7CCC(=O)N)(C)C)[C@@H](CCC(=O)N)[C@@]3(CC(=O)N)C)=[N+]52)C)O[C@@H](N2C3=C(N=C2)C(=NC=N3)N)[C@H](O)[C@@H]1O,"3,94",,,,"-0,66",,"-1,824399035",FALSE,,
CHEMBL2110563,DB00115,Cyanocobalamin,V09XX02; B03BA51; V09XX01; B03BA01,Прочие препараты,Success,"1,82",C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2N=C1\C(C)=C1/N=C(/C=C3\N=C(\C(\C)=C4\[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]2(C)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2,"8,68","1,84","8,77","1.84, 8.77","2,66","1,9","-1,815456789",FALSE,,
CHEMBL1569487,DB06725,Lornoxicam,M01AC05,Костно-мышечная система,Success,"1,82",CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O,"4,22",,,,"3,08","2,62","0,0540974037",FALSE,,
CHEMBL2103737,DB00200,Hydroxocobalamin,B03BA53; V03AB33; B03BA03,Кровь и органы кроветворения,Success,"1,82",[N+]1=2[Co-3]345([N+]6=C7[C@H]([C@@](CC(=O)N)(C)[C@@]6([C@@]6(N3C(=C(C)C3=[N+]4C(C(C)(C)[C@@H]3CCC(=O)N)=CC3=[N+]5C(=C7C)[C@@](CC(=O)N)([C@@H]3CCC(=O)N)C)[C@@](C)([C@H]6CC(=O)N)CCC(NC[C@@H](C)OP(=O)(O[C@@H]3[C@H](O[C@H](N(C4=CC(=C(C=C14)C)C)C=2)[C@@H]3O)CO)[O-])=O)[H])C)CCC(=O)N)O[H],"-0,55",,,,"-0,22",,"-2,026332836",FALSE,,
CHEMBL2448537,DB03614,Mecobalamin,B03BA05,Кровь и органы кроветворения,No Drug Record,"1,82",C1(CC[C@@]2([C@@H](CC(N)=O)[C@@]3([C@@]4([N+]5=C([C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C(C)=C4[N+]6=C(C=C7[N+]8=C([C@H](C7(C)C)CCC(N)=O)C(C)=C2N3[Co-3]568([N+]2=CN([C@H]3O[C@@H]([C@@H](OP(O[C@@H](CN1)C)([O-])=O)[C@H]3O)CO)C1=CC(C)=C(C=C21)C)C)[C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C)[H])C)=O,"-0,44",,,,"0,92",,"-2,026332836",FALSE,,
CHEMBL396416,DB04339,Carbocisteine,R05CB03,Дыхательная система,Success,"1,84",N[C@@H](CSCC(O)=O)C(O)=O,"9,14","1,84",,1.84,"-3,2","-4,24","-1,778325697",FALSE,,
CHEMBL1231700,DB12153,Citicoline,N06BX06,Нервная система,Success,"1,84",C[N+](C)(C)CCOP([O-])(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O,"-2,6",,,,"-1,4",,"-1,004562925",FALSE,,
CHEMBL1200737,DB09114,Colfosceril palmitate,R07AA01,Дыхательная система,Success,"1,86",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,"-6,7",,,,"5,29","1,97","-0,8388144115",FALSE,1990.0,0.0
CHEMBL575060,DB00142,Glutamic acid,A09AB01,ЖКТ и обмен веществ,No ATC,"1,88",N[C@@H](CCC(O)=O)C(O)=O,"9,54","2,23",,2.23 (at 0 °C),"-3,5","-3,69","-1,137255612",FALSE,,
CHEMBL3989915,DB11938,Difelikefalin,V03AX04,Прочие препараты,Success,"1,92",CC(C)C[C@@H](NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N[C@H](CCCCN)C(=O)N1CCC(N)(CC1)C(O)=O,"10,26",,,,"-0,86",,"-1,206776135",FALSE,,
CHEMBL1543,DB00143,Glutathione,V03AB32,Прочие препараты,Success,"1,94",N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,"9,22",,,,"-4,9","-6,4","-1,20200792",FALSE,,
CHEMBL1200431,DB00789,Gadopentetic acid,V08CA01,Прочие препараты,Success,"1,95",[Gd+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O)CC([O-])=O,"8,82",,,,"0,05",,"0,3812289935",FALSE,,
,DB09425,Indium In-111 pentetate,V09AX01,Прочие препараты,,"1,95",[111In+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)CC(O)=O,"8,82",,,,"0,11",,"0,3812289935",FALSE,,
CHEMBL1201768,DB08884,Gadoxetic acid,V08CA10,Прочие препараты,No Drug Record,"1,98",[Gd+3].[H][C@@](CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)(CC1=CC=C(OCC)C=C1)N(CC(O)=O)CC(O)=O,"9,99","6,8",8,6.8-8,"1,24",,"-0,07774509779",FALSE,,
